author,title,review,original_title,original_review,stars,iso,version,date,deleted,has_response,product,product_id,product_name,vendor_id,store,weight,id,tags,predicted_langs
JDB from maine,Lying corrupt company,Lie to me once and you’re out. Setup Spectrum after we discussed in EXACT detail the arrangement I wanted to accommodate my second home being there sometimes and away other times. Chose lying corrupt Spectrum because they happily deceived me into signing up only to later tell me the temporary service suspensions didn’t work the way I was lied to. Again nothing was unclear at all - I made sure to give specific details and they deliberately lied to me. I am done for life and will leave this review in a few places. Such short sighted corrupt jerks. You should be thoroughly ashamed. Disgusting. You never think about the long term consequences or lifetime value of a customer before lying to them like this? All calls are recorded for quality control. Can all calls be sent to the FTC so they can evaluate your dishonesty?,Lying corrupt company,Lie to me once and you’re out. Setup Spectrum after we discussed in EXACT detail the arrangement I wanted to accommodate my second home being there sometimes and away other times. Chose lying corrupt Spectrum because they happily deceived me into signing up only to later tell me the temporary service suspensions didn’t work the way I was lied to. Again nothing was unclear at all - I made sure to give specific details and they deliberately lied to me. I am done for life and will leave this review in a few places. Such short sighted corrupt jerks. You should be thoroughly ashamed. Disgusting. You never think about the long term consequences or lifetime value of a customer before lying to them like this? All calls are recorded for quality control. Can all calls be sent to the FTC so they can evaluate your dishonesty?,1.00,US,11.13,2023-07-18T02:30:42,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LiRM8j1fqGErQAsn78dnwsw,"pricing;gameplay",en
JohnEJeep,Bad service,"If you’re contemplating using Spectrum, don’t. If you’re here because you just signed up with Spectrum, get out while you can! Almost daily service outages that last multiple hours, day or night. Once you’re past that initial sign-up promo price, the cost is $85 a month for download speeds of 150-170Mbps. (They advertise triple that) No adjustments on your bill for all the outages or for not delivering the speeds they advertise.
A class action lawsuit (sorry - I mean yet another class action lawsuit) against Spectrum wouldn’t surprise me at all.",Bad service,"If you’re contemplating using Spectrum, don’t. If you’re here because you just signed up with Spectrum, get out while you can! Almost daily service outages that last multiple hours, day or night. Once you’re past that initial sign-up promo price, the cost is $85 a month for download speeds of 150-170Mbps. (They advertise triple that) No adjustments on your bill for all the outages or for not delivering the speeds they advertise.
A class action lawsuit (sorry - I mean yet another class action lawsuit) against Spectrum wouldn’t surprise me at all.",1.00,US,11.13,2023-07-17T23:05:03,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LQ-UbWUXDsiuMiEF3qkfmqA,,en
ineed30charatarstowritethis,Issue with app,3rd time in a row trying to pay my bill and it's still not working at all. I do a lot of out of town work and this WAS supposed to make things easier. Not sure of the problem but if not fixed soon I'll be dropping charter.,Issue with app,3rd time in a row trying to pay my bill and it's still not working at all. I do a lot of out of town work and this WAS supposed to make things easier. Not sure of the problem but if not fixed soon I'll be dropping charter.,1.00,US,11.13,2023-07-17T19:01:59,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838Ldza8v_l7G1EWeK2bxX5srw,,en
SusieQ*1050,Connection,"I keep getting No Signal in my bedroom. It’s a little 
aggravating at times,I can get into a movie or show and I loose connection",Connection,"I keep getting No Signal in my bedroom. It’s a little 
aggravating at times,I can get into a movie or show and I loose connection",3.00,US,11.13,2023-07-17T18:47:35,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L37Z3Ls6iFHxqOwMKJ7DCug,,en
Funutation,Good app,Great for interacting with the spectrum people,Good app,Great for interacting with the spectrum people,5.00,US,11.13,2023-07-17T18:43:10,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L5m5kZ1AE0xU_RRO0RMvxTw,,en
Alex98541,APP,"It Has All is tools but could be more upgraded for self upgrades & easier to maneuver!
Just saying.",APP,"It Has All is tools but could be more upgraded for self upgrades & easier to maneuver!
Just saying.",5.00,US,11.13,2023-07-17T18:05:22,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L8EyHGv8QHaUaNkdiRD76NQ,,en
IMJ247,Login Failures,Never allows me to log in whenever I need to pay my bill.,Login Failures,Never allows me to log in whenever I need to pay my bill.,2.00,US,11.13,2023-07-17T16:20:33,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LKl9xQG4lfnsKBXn96PM3sA,,en
The best battery app ever,App Won’t go past first screen,For some reason the app doesn’t go past the first screen. It just says “unable to complete service request”. I’ve tried everything including deleting and redownloading the app. Please fix this issue,App Won’t go past first screen,For some reason the app doesn’t go past the first screen. It just says “unable to complete service request”. I’ve tried everything including deleting and redownloading the app. Please fix this issue,1.00,US,11.13,2023-07-17T05:37:05,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LxsTagN1d9NqGK4NhnKOfXg,,en
Jebandpooky,TOO MANY SERVICE OUTAGES,"For the money they are charging, their internet service is poor at times. And you DO NOT get the claimed high speeds they are promising you. 
Customers should not have to reboot their equipment so many times in only one week.  Also they are having way too many outages as well. 
If there was a more reliable ISP provider I’d look else where for a better internet service.",TOO MANY SERVICE OUTAGES,"For the money they are charging, their internet service is poor at times. And you DO NOT get the claimed high speeds they are promising you. 
Customers should not have to reboot their equipment so many times in only one week.  Also they are having way too many outages as well. 
If there was a more reliable ISP provider I’d look else where for a better internet service.",2.00,US,11.13,2023-07-17T02:19:51,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L9kok2JNxS_ILdcN2NzH0rQ,,en
Karenm366,New customer,Will update review at later date as we haven’t had Spec for very long! We can say that everyone we have spoken to so far is much more helpful than Comcast ever was & they all speak English as a first language that’s a PLUS right from the start!!!! There are things we don’t like but are giving them a chance.  Good job Spectrum so far!,New customer,Will update review at later date as we haven’t had Spec for very long! We can say that everyone we have spoken to so far is much more helpful than Comcast ever was & they all speak English as a first language that’s a PLUS right from the start!!!! There are things we don’t like but are giving them a chance.  Good job Spectrum so far!,4.00,US,11.13,2023-07-16T21:00:56,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LkCrZr9ydNgFV3gMYbP7vtA,,en
