author,title,review,original_title,original_review,stars,iso,version,date,deleted,has_response,product,product_id,product_name,vendor_id,store,weight,id,tags,predicted_langs
Glasses On,The easiest and most convenient app,"It often happens that apps won’t allow you to do everything you need, but Spectrum is the exception.  Love it!",The easiest and most convenient app,"It often happens that apps won’t allow you to do everything you need, but Spectrum is the exception.  Love it!",5.00,US,11.12,2023-07-04T01:00:56,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LdjV7ZneIUcAK1U-vHzQVCw,app_performance,en
itsZETIMEtoPARTY!!!!!!!!!!!,The worst service,"I would avoid spectrum at all costs. They couldn’t even keep the internet working. Random outages during the day with no explanation. Impossible to work from home and not miss important meetings. All they told me is “they’re upgrading equipment for summer, you can go work at one of the places with a spectrum hotspot.” No way. Not a solution. After three times in one week I switched to ATT fiber and have not had a single issue in months. Also, spectrum will raise your bill, or try to bundle you with a bunch of crap you don’t need every year. I hate this company and hope goes down like the dumpster fire it truly is. :)",The worst service,"I would avoid spectrum at all costs. They couldn’t even keep the internet working. Random outages during the day with no explanation. Impossible to work from home and not miss important meetings. All they told me is “they’re upgrading equipment for summer, you can go work at one of the places with a spectrum hotspot.” No way. Not a solution. After three times in one week I switched to ATT fiber and have not had a single issue in months. Also, spectrum will raise your bill, or try to bundle you with a bunch of crap you don’t need every year. I hate this company and hope goes down like the dumpster fire it truly is. :)",1.00,US,11.12,2023-07-03T23:52:00,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LZo8rGq4feCruHMoTc5R9cQ,"gameplay;app_performance",en
$harky1414,Keeps logging me out,Everytime I get on the app I'm always logged out. Annoying having to constantly log in everytime I want to pay my bill. I forget the username and password I use for this app because it's not something I pay everyday. I have to reset my password everytime I want to check my next due date or pay my bill.,Keeps logging me out,Everytime I get on the app I'm always logged out. Annoying having to constantly log in everytime I want to pay my bill. I forget the username and password I use for this app because it's not something I pay everyday. I have to reset my password everytime I want to check my next due date or pay my bill.,1.00,US,11.12,2023-07-03T19:43:40,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LMLLcleeY-qx-qn03yGgwmA,"pricing;app_performance",en
cowboysfan69812,So far so good,Only been using it for a few minutes but so far so guess,So far so good,Only been using it for a few minutes but so far so guess,5.00,US,11.12,2023-07-03T18:49:15,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LqG61CavwlfF456eY79Ib8Q,"pricing;gameplay",en
Gail Timm,Internet,"This is so easy. I don’t wanna have to fight traffic. I don’t have to find a place to park. Thank you Spectrum this is great thank you Gail Timm bye bye-bye
Bye",Internet,"This is so easy. I don’t wanna have to fight traffic. I don’t have to find a place to park. Thank you Spectrum this is great thank you Gail Timm bye bye-bye
Bye",5.00,US,11.12,2023-07-03T16:58:18,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LmfJ5Xs6qvowof6UrBL-U6g,gameplay,en
Odinsmom65,Spectrum,You all are awesome!!!!,Spectrum,You all are awesome!!!!,5.00,US,11.12,2023-07-03T15:23:58,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LAVyptZrK9nreTC7tZGjwRg,gameplay,"en;lb"
ArakiForgot,Good,"Good app, let pay bill tank",Good,"Good app, let pay bill tank",4.00,US,11.12,2023-07-03T05:05:26,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LOGHqk22YbuJ3omBObSOlzQ,pricing,"br;ceb;en;sv;tl"
PrincessKDoll,Best Utility app by far!!!,Im sayin this actually makes technology seem good,Best Utility app by far!!!,Im sayin this actually makes technology seem good,5.00,US,11.12,2023-07-03T04:41:11,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LLDobb24bU9GmJNc4x-b0hg,gameplay,en
Alien to A Computer,Apple service for a payment made to Spectrum.com,Of this service subjected on the title was easy smooth. ESP is simple for  an one with less experiences in application on a practice of a computer.,Apple service for a payment made to Spectrum.com,Of this service subjected on the title was easy smooth. ESP is simple for  an one with less experiences in application on a practice of a computer.,5.00,US,11.12,2023-07-03T04:32:01,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L6gbwX_vwtIX5-hSTUTVIPQ,"pricing;gameplay",en
Pepper Daneswood,Router Setup,"Give Heidi customer service rep, who helped me today a raise. She was professional, patient, and extremely kind.",Router Setup,"Give Heidi customer service rep, who helped me today a raise. She was professional, patient, and extremely kind.",4.00,US,11.12,2023-07-02T21:40:29,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L67dTize7jht2VWqT880wTA,"pricing;gameplay",en
Neetocheeto,Slow,It’s beeen over a week the internet has been slow.,Slow,It’s beeen over a week the internet has been slow.,3.00,US,11.12,2023-07-02T19:30:17,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LnxcstR8vuLAb9O8Zlyi5cA,"gameplay;app_performance","en;nl"
Junk345.ln,Unreliable,"This service has been completely unreliable since day one. Every few weeks my internet goes out. Recently, I've been out of service for 3 days. No one at Spectrum can tell me when my service will come back. I rely heavily on this service because I work from home. Do not get spectrum",Unreliable,"This service has been completely unreliable since day one. Every few weeks my internet goes out. Recently, I've been out of service for 3 days. No one at Spectrum can tell me when my service will come back. I rely heavily on this service because I work from home. Do not get spectrum",1.00,US,11.12,2023-07-02T17:52:12,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LqvcYNrFmRp9LnnaOg0iCCQ,"pricing;app_performance",en
Spectrum user 2011,TV package,"It’s expensive; I tried to get a package with lower price than $50 but the representatives couldn’t find me one.",TV package,"It’s expensive; I tried to get a package with lower price than $50 but the representatives couldn’t find me one.",2.00,US,11.12,2023-07-02T17:29:24,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LikNaIxhdTwdHuCuQbRiEqw,pricing,en
tictokerjuanvalle,Un perfecto servicio se los recomiendo,Tiene todo lo que nesecitas,Un perfecto servicio se los recomiendo,Tiene todo lo que nesecitas,5.00,US,11.12,2023-07-02T16:08:04,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838Lh_HegZC1ZU4Kz_TDarjDuw,,"es;gl"
Chocolate855,Internet service,"I’ve had spectrum for  about a year and a half, my fiancé works from home so we have the fast speed that’s available. We’ve had zero issues. Price is a little high but prices are high every where.",Internet service,"I’ve had spectrum for  about a year and a half, my fiancé works from home so we have the fast speed that’s available. We’ve had zero issues. Price is a little high but prices are high every where.",5.00,US,11.12,2023-07-02T10:29:32,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LHRMc0pdAbi_nvfDSIB7XYw,pricing,en
